Product key,Product Name,Product Category,Sub Category,Product Color,Product Size,Product Line,Product Model,Product Description,Product Status
407,HL Road Handlebars,Components,Handlebars,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,OutDate
408,HL Road Handlebars,Components,Handlebars,NA,NULL,"R ",HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Current
409,"ML Mountain Frame - Black, 38",Components,Mountain Frames,Black,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,OutDate
410,LL Mountain Front Wheel,Components,Wheels,Black,NULL,"M ",LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,OutDate
411,ML Mountain Front Wheel,Components,Wheels,Black,NULL,"M ",ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,OutDate
412,HL Mountain Front Wheel,Components,Wheels,Black,NULL,"M ",HL Mountain Front Wheel,High-performance mountain replacement wheel.,OutDate
413,LL Road Front Wheel,Components,Wheels,Black,NULL,"R ",LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,OutDate
414,ML Road Front Wheel,Components,Wheels,Black,NULL,"R ",ML Road Front Wheel,Sturdy alloy features a quick-release hub.,OutDate
415,HL Road Front Wheel,Components,Wheels,Black,NULL,"R ",HL Road Front Wheel,Strong wheel with double-walled rim.,OutDate
416,Touring Front Wheel,Components,Wheels,Black,NULL,"T ",Touring Front Wheel,Aerodynamic rims for smooth riding.,OutDate
417,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",OutDate
418,"ML Road Frame-W - Yellow, 38",Components,Road Frames,Yellow,38,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
419,LL Mountain Rear Wheel,Components,Wheels,Black,NULL,"M ",LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,OutDate
420,ML Mountain Rear Wheel,Components,Wheels,Black,NULL,"M ",ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,OutDate
421,HL Mountain Rear Wheel,Components,Wheels,Black,NULL,"M ",HL Mountain Rear Wheel,High-performance mountain replacement wheel.,OutDate
422,LL Road Rear Wheel,Components,Wheels,Black,NULL,"R ",LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,OutDate
423,ML Road Rear Wheel,Components,Wheels,Black,NULL,"R ",ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,OutDate
424,HL Road Rear Wheel,Components,Wheels,Black,NULL,"R ",HL Road Rear Wheel,Strong rear wheel with double-walled rim.,OutDate
425,Touring Rear Wheel,Components,Wheels,Black,NULL,"T ",Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,OutDate
426,"ML Mountain Frame - Black, 40",Components,Mountain Frames,Black,40,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,OutDate
427,"ML Mountain Frame - Black, 44",Components,Mountain Frames,Black,44,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,OutDate
428,"ML Mountain Frame - Black, 48",Components,Mountain Frames,Black,48,"M ",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,OutDate
429,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",OutDate
430,"ML Road Frame-W - Yellow, 40",Components,Road Frames,Yellow,40,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
431,"ML Road Frame-W - Yellow, 42",Components,Road Frames,Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",OutDate
432,"ML Road Frame-W - Yellow, 42",Components,Road Frames,Yellow,42,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
433,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",OutDate
434,"ML Road Frame-W - Yellow, 44",Components,Road Frames,Yellow,44,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
435,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",OutDate
436,"ML Road Frame-W - Yellow, 48",Components,Road Frames,Yellow,48,"R ",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current
437,"HL Road Frame - Black, 62",Components,Road Frames,Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,OutDate
438,"HL Road Frame - Black, 62",Components,Road Frames,Black,62,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
439,"HL Road Frame - Black, 44",Components,Road Frames,Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,OutDate
440,"HL Road Frame - Black, 44",Components,Road Frames,Black,44,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
441,"HL Road Frame - Black, 48",Components,Road Frames,Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,OutDate
442,"HL Road Frame - Black, 48",Components,Road Frames,Black,48,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
443,"HL Road Frame - Black, 52",Components,Road Frames,Black,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,OutDate
444,"HL Road Frame - Black, 52",Components,Road Frames,Black,52,"R ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
445,"Men's Sports Shorts, S",Clothing,Shorts,Black,S,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,OutDate
446,"Touring-Panniers, Large",Accessories,Panniers,Grey,NULL,"T ",Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",OutDate
447,Cable Lock,Accessories,Locks,NA,NULL,"S ",Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",OutDate
448,Minipump,Accessories,Pumps,NA,NULL,"S ",Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,OutDate
449,Mountain Pump,Accessories,Pumps,NA,NULL,"M ",Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,OutDate
450,Taillights - Battery-Powered,Accessories,Lights,NA,NULL,"R ",Taillight,Affordable light for safe night riding - uses 3 AAA batteries,OutDate
451,Headlights - Dual-Beam,Accessories,Lights,NA,NULL,"R ",Headlights - Dual-Beam,Rechargeable dual-beam headlight.,OutDate
452,Headlights - Weatherproof,Accessories,Lights,NA,NULL,"R ",Headlights - Weatherproof,Rugged weatherproof headlight.,OutDate
453,"Men's Sports Shorts, M",Clothing,Shorts,Black,M,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,OutDate
454,"Men's Sports Shorts, L",Clothing,Shorts,Black,L,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,OutDate
455,"Men's Sports Shorts, XL",Clothing,Shorts,Black,XL,"S ",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,OutDate
456,"Women's Tights, S",Clothing,Tights,Black,S,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,OutDate
457,"Women's Tights, M",Clothing,Tights,Black,M,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,OutDate
458,"Women's Tights, L",Clothing,Tights,Black,L,"S ",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,OutDate
459,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,Multi,S,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",OutDate
460,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,Multi,M,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",OutDate
461,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,Multi,L,"S ",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",OutDate
462,"Half-Finger Gloves, S",Clothing,Gloves,Black,S,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",OutDate
463,"Half-Finger Gloves, S",Clothing,Gloves,Black,S,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
464,"Half-Finger Gloves, M",Clothing,Gloves,Black,M,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",OutDate
465,"Half-Finger Gloves, M",Clothing,Gloves,Black,M,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
466,"Half-Finger Gloves, L",Clothing,Gloves,Black,L,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",OutDate
467,"Half-Finger Gloves, L",Clothing,Gloves,Black,L,"S ",Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current
468,"Full-Finger Gloves, S",Clothing,Gloves,Black,S,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",OutDate
469,"Full-Finger Gloves, M",Clothing,Gloves,Black,M,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",OutDate
470,"Full-Finger Gloves, L",Clothing,Gloves,Black,L,"M ",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",OutDate
471,"Classic Vest, S",Clothing,Vests,Blue,S,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
472,"Classic Vest, M",Clothing,Vests,Blue,M,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
473,"Classic Vest, L",Clothing,Vests,Blue,L,"S ",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Current
474,"Women's Mountain Shorts, S",Clothing,Shorts,Black,S,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
475,"Women's Mountain Shorts, M",Clothing,Shorts,Black,M,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
476,"Women's Mountain Shorts, L",Clothing,Shorts,Black,L,"M ",Women's Mountain Shorts,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",Current
477,Water Bottle - 30 oz.,Accessories,Bottles and Cages,NA,NULL,"S ",Water Bottle,AWC logo water bottle - holds 30 oz; leak-proof.,Current
478,Mountain Bottle Cage,Accessories,Bottles and Cages,NA,NULL,"M ",Mountain Bottle Cage,Tough aluminum cage holds bottle securly on tough terrain.,Current
479,Road Bottle Cage,Accessories,Bottles and Cages,NA,NULL,"R ",Road Bottle Cage,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,Current
480,Patch Kit/8 Patches,Accessories,Tires and Tubes,NA,NULL,"S ",Patch kit,"Includes 8 different size patches, glue and sandpaper.",Current
481,"Racing Socks, M",Clothing,Socks,White,M,"R ",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current
482,"Racing Socks, L",Clothing,Socks,White,L,"R ",Racing Socks,"Thin, lightweight and durable with cuffs that stay up.",Current
483,Hitch Rack - 4-Bike,Accessories,Bike Racks,NA,NULL,"S ",Hitch Rack - 4-Bike,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",Current
484,Bike Wash - Dissolver,Accessories,Cleaners,NA,NULL,"S ",Bike Wash,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",Current
485,Fender Set - Mountain,Accessories,Fenders,NA,NULL,"M ",Fender Set - Mountain,Clip-on fenders fit most mountain bikes.,Current
486,All-Purpose Bike Stand,Accessories,Bike Stands,NA,NULL,"M ",All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Current
487,Hydration Pack - 70 oz.,Accessories,Hydration Packs,Silver,70,"S ",Hydration Pack,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",Current
488,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,Yellow,S,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
489,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,Yellow,M,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
490,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,Yellow,L,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
491,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,Yellow,XL,"S ",Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",Current
492,"HL Touring Frame - Yellow, 60",Components,Touring Frames,Yellow,60,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
493,"LL Touring Frame - Yellow, 62",Components,Touring Frames,Yellow,62,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
494,"HL Touring Frame - Yellow, 46",Components,Touring Frames,Yellow,46,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
495,"HL Touring Frame - Yellow, 50",Components,Touring Frames,Yellow,50,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
496,"HL Touring Frame - Yellow, 54",Components,Touring Frames,Yellow,54,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
497,"HL Touring Frame - Blue, 46",Components,Touring Frames,Blue,46,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
498,"HL Touring Frame - Blue, 50",Components,Touring Frames,Blue,50,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
499,"HL Touring Frame - Blue, 54",Components,Touring Frames,Blue,54,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
500,"HL Touring Frame - Blue, 60",Components,Touring Frames,Blue,60,"T ",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Current
501,Rear Derailleur,Components,Derailleurs,Silver,NULL,NULL,Rear Derailleur,Wide-link design.,Current
502,"LL Touring Frame - Blue, 50",Components,Touring Frames,Blue,50,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
503,"LL Touring Frame - Blue, 54",Components,Touring Frames,Blue,54,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
504,"LL Touring Frame - Blue, 58",Components,Touring Frames,Blue,58,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
505,"LL Touring Frame - Blue, 62",Components,Touring Frames,Blue,62,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
506,"LL Touring Frame - Yellow, 44",Components,Touring Frames,Yellow,44,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
507,"LL Touring Frame - Yellow, 50",Components,Touring Frames,Yellow,50,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
508,"LL Touring Frame - Yellow, 54",Components,Touring Frames,Yellow,54,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
509,"LL Touring Frame - Yellow, 58",Components,Touring Frames,Yellow,58,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
510,"LL Touring Frame - Blue, 44",Components,Touring Frames,Blue,44,"T ",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Current
511,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,Silver,40,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
512,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,Silver,42,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
513,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,Silver,46,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
514,Rear Brakes,Components,Brakes,Silver,NULL,NULL,Rear Brakes,NULL,Current
515,LL Mountain Seat/Saddle,Components,Saddles,NA,NULL,"M ",LL Mountain Seat/Saddle 2,Synthetic leather. Features gel for increased comfort.,Current
516,ML Mountain Seat/Saddle,Components,Saddles,NA,NULL,"M ",ML Mountain Seat/Saddle 2,Designed to absorb shock.,Current
517,HL Mountain Seat/Saddle,Components,Saddles,NA,NULL,"M ",HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,Current
518,LL Road Seat/Saddle,Components,Saddles,NA,NULL,"R ",LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,Current
519,ML Road Seat/Saddle,Components,Saddles,NA,NULL,"T ",ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,Current
520,HL Road Seat/Saddle,Components,Saddles,NA,NULL,"R ",HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,Current
521,LL Touring Seat/Saddle,Components,Saddles,NA,NULL,"T ",LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",Current
522,ML Touring Seat/Saddle,Components,Saddles,NA,NULL,"T ",ML Touring Seat/Saddle,New design relieves pressure for long rides.,Current
523,HL Touring Seat/Saddle,Components,Saddles,NA,NULL,"T ",HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,Current
524,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,Silver,42,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
525,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,Silver,44,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
526,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,Silver,48,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
527,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,Silver,52,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
528,Mountain Tire Tube,Accessories,Tires and Tubes,NA,NULL,"M ",Mountain Tire Tube,Self-sealing tube.,Current
529,Road Tire Tube,Accessories,Tires and Tubes,NA,NULL,"R ",Road Tire Tube,Conventional all-purpose tube.,Current
530,Touring Tire Tube,Accessories,Tires and Tubes,NA,NULL,"T ",Touring Tire Tube,General purpose tube.,Current
531,"LL Mountain Frame - Black, 42",Components,Mountain Frames,Black,42,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
532,"LL Mountain Frame - Black, 44",Components,Mountain Frames,Black,44,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
533,"LL Mountain Frame - Black, 48",Components,Mountain Frames,Black,48,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
534,"LL Mountain Frame - Black, 52",Components,Mountain Frames,Black,52,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
535,LL Mountain Tire,Accessories,Tires and Tubes,NA,NULL,"M ",LL Mountain Tire,"Comparible traction, less expensive wire bead casing.",Current
536,ML Mountain Tire,Accessories,Tires and Tubes,NA,NULL,"M ",ML Mountain Tire,"Great traction, high-density rubber.",Current
537,HL Mountain Tire,Accessories,Tires and Tubes,NA,NULL,"M ",HL Mountain Tire,"Incredible traction, lightweight carbon reinforced.",Current
538,LL Road Tire,Accessories,Tires and Tubes,NA,NULL,"R ",LL Road Tire,Same great treads as more expensive tire with a less expensive wire bead casing.,Current
539,ML Road Tire,Accessories,Tires and Tubes,NA,NULL,"R ",ML Road Tire,Higher density rubber.,Current
540,HL Road Tire,Accessories,Tires and Tubes,NA,NULL,"R ",HL Road Tire,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Current
541,Touring Tire,Accessories,Tires and Tubes,NA,NULL,"T ",Touring Tire,High-density rubber.,Current
542,LL Mountain Pedal,Components,Pedals,Silver/Black,NULL,"M ",LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,Current
543,ML Mountain Pedal,Components,Pedals,Silver/Black,NULL,"M ",ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",Current
544,HL Mountain Pedal,Components,Pedals,Silver/Black,NULL,"M ",HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Current
545,LL Road Pedal,Components,Pedals,Silver/Black,NULL,"R ",LL Road Pedal,Clipless pedals - aluminum.,Current
546,ML Road Pedal,Components,Pedals,Silver/Black,NULL,"R ",ML Road Pedal,Lightweight aluminum alloy construction.,Current
547,HL Road Pedal,Components,Pedals,Silver/Black,NULL,"R ",HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,Current
548,Touring Pedal,Components,Pedals,Silver/Black,NULL,"T ",Touring Pedal,A stable pedal for all-day riding.,Current
549,"ML Mountain Frame-W - Silver, 38",Components,Mountain Frames,Silver,38,"M ",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Current
550,"LL Mountain Frame - Black, 40",Components,Mountain Frames,Black,40,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
551,"LL Mountain Frame - Silver, 40",Components,Mountain Frames,Silver,40,"M ",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Current
552,Front Derailleur,Components,Derailleurs,Silver,NULL,NULL,Front Derailleur,Wide-link design.,Current
553,LL Touring Handlebars,Components,Handlebars,NA,NULL,"T ",LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,Current
554,HL Touring Handlebars,Components,Handlebars,NA,NULL,"T ",HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,Current
555,Front Brakes,Components,Brakes,Silver,NULL,NULL,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Current
556,LL Crankset,Components,Cranksets,Black,NULL,NULL,LL Crankset,Super rigid spindle.,Current
557,ML Crankset,Components,Cranksets,Black,NULL,NULL,ML Crankset,High-strength crank arm.,Current
558,HL Crankset,Components,Cranksets,Black,NULL,NULL,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,Current
559,Chain,Components,Chains,Silver,NULL,NULL,Chain,Superior shifting performance.,Current
560,"Touring-2000 Blue, 60",Bikes,Touring Bikes,Blue,60,"T ",Touring-2000,"The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",Current
561,"Touring-1000 Yellow, 46",Bikes,Touring Bikes,Yellow,46,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
562,"Touring-1000 Yellow, 50",Bikes,Touring Bikes,Yellow,50,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
563,"Touring-1000 Yellow, 54",Bikes,Touring Bikes,Yellow,54,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
564,"Touring-1000 Yellow, 60",Bikes,Touring Bikes,Yellow,60,"T ",Touring-1000,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Current
565,"Touring-3000 Blue, 54",Bikes,Touring Bikes,Blue,54,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
566,"Touring-3000 Blue, 58",Bikes,Touring Bikes,Blue,58,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
567,"Touring-3000 Blue, 62",Bikes,Touring Bikes,Blue,62,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
568,"Touring-3000 Yellow, 44",Bikes,Touring Bikes,Yellow,44,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
569,"Touring-3000 Yellow, 50",Bikes,Touring Bikes,Yellow,50,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
570,"Touring-3000 Yellow, 54",Bikes,Touring Bikes,Yellow,54,"T ",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Current
